detector,source_checkpoint,run_id,variation,speed_mps,terrain,profile,gait_phase,split_ownership,window_count,positive_windows,window_ms,window_semantics
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v01,1,0.1,marble,marble,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v01,1,0.1,marble,marble,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v01,1,0.1,marble,marble,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v01,1,0.1,marble,marble,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v01,1,0.1,concrete,concrete,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v01,1,0.1,concrete,concrete,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v01,1,0.1,concrete,concrete,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v01,1,0.1,concrete,concrete,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v01,1,0.1,concrete,concrete,TOUCHDOWN,walking_train,6,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v01,1,0.1,sand,sand_walking_support_v1_hardened,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v01,1,0.1,sand,sand_walking_support_v1_hardened,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v01,1,0.1,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v01,1,0.1,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v01,1,0.1,sand,sand_walking_support_v1_hardened,TOUCHDOWN,walking_train,10,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v01,1,0.1,ice,ice,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v01,1,0.1,ice,ice,LOADING,walking_train,75,11,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v01,1,0.1,ice,ice,MID_STANCE,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v01,1,0.1,ice,ice,PUSH_OFF,walking_train,100,36,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v01,1,0.1,ice,ice,TOUCHDOWN,walking_train,79,28,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_1of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_1of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_2of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_2of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v01,1,0.1,sand,sand_solref_interpolation_2of3,TOUCHDOWN,walking_train,8,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v01,1,0.15,marble,marble,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v01,1,0.15,marble,marble,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v01,1,0.15,marble,marble,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v01,1,0.15,marble,marble,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v01,1,0.15,concrete,concrete,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v01,1,0.15,concrete,concrete,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v01,1,0.15,concrete,concrete,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v01,1,0.15,concrete,concrete,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v01,1,0.15,sand,sand_walking_support_v1_hardened,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v01,1,0.15,sand,sand_walking_support_v1_hardened,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v01,1,0.15,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v01,1,0.15,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v01,1,0.15,ice,ice,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v01,1,0.15,ice,ice,LOADING,walking_train,96,32,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v01,1,0.15,ice,ice,MID_STANCE,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v01,1,0.15,ice,ice,PUSH_OFF,walking_train,111,47,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v01,1,0.15,ice,ice,TOUCHDOWN,walking_train,40,16,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v01,1,0.15,sand,sand_solref_interpolation_1of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v01,1,0.15,sand,sand_solref_interpolation_1of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v01,1,0.15,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v01,1,0.15,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v01,1,0.15,sand,sand_solref_interpolation_2of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v01,1,0.15,sand,sand_solref_interpolation_2of3,LOADING,walking_train,40,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v01,1,0.15,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v01,1,0.15,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_train,14,4,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v01,1,0.2,marble,marble,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v01,1,0.2,marble,marble,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v01,1,0.2,marble,marble,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v01,1,0.2,marble,marble,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v01,1,0.2,concrete,concrete,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v01,1,0.2,concrete,concrete,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v01,1,0.2,concrete,concrete,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v01,1,0.2,concrete,concrete,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v01,1,0.2,concrete,concrete,TOUCHDOWN,walking_train,1,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v01,1,0.2,sand,sand_walking_support_v1_hardened,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v01,1,0.2,sand,sand_walking_support_v1_hardened,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v01,1,0.2,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v01,1,0.2,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v01,1,0.2,ice,ice,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v01,1,0.2,ice,ice,LOADING,walking_train,119,55,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v01,1,0.2,ice,ice,MID_STANCE,walking_train,128,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v01,1,0.2,ice,ice,PUSH_OFF,walking_train,94,30,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v01,1,0.2,ice,ice,TOUCHDOWN,walking_train,82,49,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_1of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_1of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_2of3,AIR,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_2of3,LOADING,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_train,64,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_train,60,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p20_v01,1,0.2,sand,sand_solref_interpolation_2of3,TOUCHDOWN,walking_train,4,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v02,2,0.1,marble,marble,AIR,walking_validation,1299,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v02,2,0.1,marble,marble,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v02,2,0.1,marble,marble,MID_STANCE,walking_validation,1492,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p10_v02,2,0.1,marble,marble,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,AIR,walking_validation,1273,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,MID_STANCE,walking_validation,1518,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p10_v02,2,0.1,concrete,concrete,TOUCHDOWN,walking_validation,5,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v02,2,0.1,sand,sand_walking_support_v1_hardened,AIR,walking_validation,1264,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v02,2,0.1,sand,sand_walking_support_v1_hardened,LOADING,walking_validation,101,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v02,2,0.1,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_validation,1514,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p10_v02,2,0.1,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,AIR,walking_validation,1228,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,LOADING,walking_validation,329,54,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,MID_STANCE,walking_validation,885,262,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,PUSH_OFF,walking_validation,104,64,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p10_v02,2,0.1,ice,ice,TOUCHDOWN,walking_validation,50,32,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_1of3,AIR,walking_validation,1203,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_1of3,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_validation,1593,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_2of3,AIR,walking_validation,1178,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_2of3,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_validation,1618,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p10_v02,2,0.1,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v02,2,0.15,marble,marble,AIR,walking_validation,1317,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v02,2,0.15,marble,marble,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v02,2,0.15,marble,marble,MID_STANCE,walking_validation,1477,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p15_v02,2,0.15,marble,marble,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v02,2,0.15,concrete,concrete,AIR,walking_validation,1312,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v02,2,0.15,concrete,concrete,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v02,2,0.15,concrete,concrete,MID_STANCE,walking_validation,1484,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p15_v02,2,0.15,concrete,concrete,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,AIR,walking_validation,1274,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,LOADING,walking_validation,107,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_validation,1495,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p15_v02,2,0.15,sand,sand_walking_support_v1_hardened,TOUCHDOWN,walking_validation,10,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,AIR,walking_validation,910,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,LOADING,walking_validation,388,43,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,MID_STANCE,walking_validation,965,146,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,PUSH_OFF,walking_validation,120,51,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p15_v02,2,0.15,ice,ice,TOUCHDOWN,walking_validation,133,24,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_1of3,AIR,walking_validation,1209,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_1of3,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_1of3,MID_STANCE,walking_validation,1587,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_1of3,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_2of3,AIR,walking_validation,1187,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_2of3,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_2of3,MID_STANCE,walking_validation,1609,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_2of3_0p15_v02,2,0.15,sand,sand_solref_interpolation_2of3,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v02,2,0.2,marble,marble,AIR,walking_validation,1335,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v02,2,0.2,marble,marble,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v02,2,0.2,marble,marble,MID_STANCE,walking_validation,1460,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,marble_native_0p20_v02,2,0.2,marble,marble,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,AIR,walking_validation,1335,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,LOADING,walking_validation,100,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,MID_STANCE,walking_validation,1454,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,concrete_native_0p20_v02,2,0.2,concrete,concrete,TOUCHDOWN,walking_validation,7,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v02,2,0.2,sand,sand_walking_support_v1_hardened,AIR,walking_validation,1302,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v02,2,0.2,sand,sand_walking_support_v1_hardened,LOADING,walking_validation,107,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v02,2,0.2,sand,sand_walking_support_v1_hardened,MID_STANCE,walking_validation,1477,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_hardened_0p20_v02,2,0.2,sand,sand_walking_support_v1_hardened,PUSH_OFF,walking_validation,50,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,AIR,walking_validation,1153,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,LOADING,walking_validation,421,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,MID_STANCE,walking_validation,816,5,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,PUSH_OFF,walking_validation,141,14,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,ice_native_0p20_v02,2,0.2,ice,ice,TOUCHDOWN,walking_validation,116,0,5,"causal [t-L+1,t]"
slip,d2209cdb49c496839a16396f201ab0322515171b,sand_solref_interpolation_1of3_0p20_v02,2,0.2,sand,sand_solref_interpolation_1of3,AIR,walking_validation,1220,0,5,"causal [t-L+1,t]"
