run_id,source_acquisition_version,role,severity,source_valid,eligibility,training_eligible,reason,included,exclusion_enforced
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p15_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,frozen v3 quarantine,False,True
concrete_native_0p10_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p10_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p10_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p10_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p10_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p15_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p15_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p15_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p15_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p15_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p20_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p20_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p20_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p20_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
concrete_native_0p20_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p10_v00,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p10_v01,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p10_v02,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p10_v03,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p10_v04,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p15_v00,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p15_v01,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p15_v02,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p15_v03,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p15_v04,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p20_v00,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p20_v01,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p20_v02,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p20_v03,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
ice_native_0p20_v04,existing_v2,slip_candidate,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p10_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p10_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p10_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p10_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p10_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p15_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p15_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p15_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p15_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p15_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p20_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p20_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p20_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p20_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
marble_native_0p20_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p10_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p10_v01,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p10_v02,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p10_v03,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p10_v04,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
sand_hardened_0p15_v00,existing_v2,hard_negative,legacy_development,True,ELIGIBLE_EXISTING_DEVELOPMENT,True,frozen existing bilateral development,True,False
