run_id,source_acquisition_version,role,severity,source_valid,eligibility,training_eligible,included,exclusion_enforced,reason
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p15_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_early_loading_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_early_loading_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_early_loading_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_early_loading_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_early_loading_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_early_loading_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_early_loading_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_early_loading_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_early_loading_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_late_stance_native_strong_ice_v0,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_late_stance_native_strong_ice_v1,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,positive,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_late_stance_native_strong_ice_v2,v3_quarantined,control,native_strong_ice,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,positive,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,v3_quarantined,control,moderate_ice_preregistered,,QUARANTINED,False,False,True,frozen v3 quarantine
