run_id,fold,source_acquisition,role,pair_id,run_group,variation_group,contact_episode_group,pair_run_variation_episode_leakage
control_0p10_left_mid_late_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_007,v7_moderate_v2:control_0p10_left_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p10_left_mid_late_stance_v1_M1:all,0
control_0p10_left_mid_late_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_008,v7_moderate_v2:control_0p10_left_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p10_left_mid_late_stance_v2_M1:all,0
positive_0p10_right_early_loading_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_009,v7_moderate_v2:positive_0p10_right_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p10_right_early_loading_v0_M1:all,0
control_0p10_right_early_loading_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_009,v7_moderate_v2:control_0p10_right_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p10_right_early_loading_v0_M1:all,0
positive_0p10_right_early_loading_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_010,v7_moderate_v2:positive_0p10_right_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p10_right_early_loading_v1_M1:all,0
control_0p10_right_early_loading_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_010,v7_moderate_v2:control_0p10_right_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p10_right_early_loading_v1_M1:all,0
positive_0p10_right_early_loading_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_011,v7_moderate_v2:positive_0p10_right_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p10_right_early_loading_v2_M1:all,0
control_0p10_right_early_loading_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_011,v7_moderate_v2:control_0p10_right_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p10_right_early_loading_v2_M1:all,0
positive_0p10_right_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_012,v7_moderate_v2:positive_0p10_right_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p10_right_mid_loading_early_stance_v0_M1:all,0
control_0p10_right_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_012,v7_moderate_v2:control_0p10_right_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p10_right_mid_loading_early_stance_v0_M1:all,0
positive_0p10_right_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_013,v7_moderate_v2:positive_0p10_right_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p10_right_mid_loading_early_stance_v1_M1:all,0
control_0p10_right_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_013,v7_moderate_v2:control_0p10_right_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p10_right_mid_loading_early_stance_v1_M1:all,0
positive_0p10_right_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_014,v7_moderate_v2:positive_0p10_right_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p10_right_mid_loading_early_stance_v2_M1:all,0
control_0p10_right_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_014,v7_moderate_v2:control_0p10_right_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p10_right_mid_loading_early_stance_v2_M1:all,0
positive_0p10_right_mid_late_stance_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_015,v7_moderate_v2:positive_0p10_right_mid_late_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p10_right_mid_late_stance_v0_M1:all,0
control_0p10_right_mid_late_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_015,v7_moderate_v2:control_0p10_right_mid_late_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p10_right_mid_late_stance_v0_M1:all,0
control_0p10_right_mid_late_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_016,v7_moderate_v2:control_0p10_right_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p10_right_mid_late_stance_v1_M1:all,0
positive_0p10_right_mid_late_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_017,v7_moderate_v2:positive_0p10_right_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p10_right_mid_late_stance_v2_M1:all,0
control_0p10_right_mid_late_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_017,v7_moderate_v2:control_0p10_right_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p10_right_mid_late_stance_v2_M1:all,0
positive_0p15_left_early_loading_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_018,v7_moderate_v2:positive_0p15_left_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p15_left_early_loading_v0_M1:all,0
control_0p15_left_early_loading_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_018,v7_moderate_v2:control_0p15_left_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p15_left_early_loading_v0_M1:all,0
positive_0p15_left_early_loading_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_019,v7_moderate_v2:positive_0p15_left_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p15_left_early_loading_v1_M1:all,0
control_0p15_left_early_loading_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_019,v7_moderate_v2:control_0p15_left_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p15_left_early_loading_v1_M1:all,0
positive_0p15_left_early_loading_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_020,v7_moderate_v2:positive_0p15_left_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p15_left_early_loading_v2_M1:all,0
control_0p15_left_early_loading_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_020,v7_moderate_v2:control_0p15_left_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p15_left_early_loading_v2_M1:all,0
control_0p15_left_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_021,v7_moderate_v2:control_0p15_left_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p15_left_mid_loading_early_stance_v0_M1:all,0
positive_0p15_left_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_022,v7_moderate_v2:positive_0p15_left_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p15_left_mid_loading_early_stance_v1_M1:all,0
control_0p15_left_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_022,v7_moderate_v2:control_0p15_left_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p15_left_mid_loading_early_stance_v1_M1:all,0
positive_0p15_left_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_023,v7_moderate_v2:positive_0p15_left_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p15_left_mid_loading_early_stance_v2_M1:all,0
control_0p15_left_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_023,v7_moderate_v2:control_0p15_left_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p15_left_mid_loading_early_stance_v2_M1:all,0
control_0p15_left_mid_late_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_024,v7_moderate_v2:control_0p15_left_mid_late_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p15_left_mid_late_stance_v0_M1:all,0
control_0p15_left_mid_late_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_025,v7_moderate_v2:control_0p15_left_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p15_left_mid_late_stance_v1_M1:all,0
control_0p15_left_mid_late_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_026,v7_moderate_v2:control_0p15_left_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p15_left_mid_late_stance_v2_M1:all,0
positive_0p15_right_early_loading_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_027,v7_moderate_v2:positive_0p15_right_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p15_right_early_loading_v0_M1:all,0
control_0p15_right_early_loading_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_027,v7_moderate_v2:control_0p15_right_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p15_right_early_loading_v0_M1:all,0
control_0p15_right_early_loading_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_028,v7_moderate_v2:control_0p15_right_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p15_right_early_loading_v1_M1:all,0
positive_0p15_right_early_loading_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_029,v7_moderate_v2:positive_0p15_right_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p15_right_early_loading_v2_M1:all,0
control_0p15_right_early_loading_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_029,v7_moderate_v2:control_0p15_right_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p15_right_early_loading_v2_M1:all,0
positive_0p15_right_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_030,v7_moderate_v2:positive_0p15_right_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p15_right_mid_loading_early_stance_v0_M1:all,0
control_0p15_right_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_030,v7_moderate_v2:control_0p15_right_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p15_right_mid_loading_early_stance_v0_M1:all,0
positive_0p15_right_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_031,v7_moderate_v2:positive_0p15_right_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p15_right_mid_loading_early_stance_v1_M1:all,0
control_0p15_right_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_031,v7_moderate_v2:control_0p15_right_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p15_right_mid_loading_early_stance_v1_M1:all,0
positive_0p15_right_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_032,v7_moderate_v2:positive_0p15_right_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p15_right_mid_loading_early_stance_v2_M1:all,0
control_0p15_right_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_032,v7_moderate_v2:control_0p15_right_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p15_right_mid_loading_early_stance_v2_M1:all,0
positive_0p15_right_mid_late_stance_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_033,v7_moderate_v2:positive_0p15_right_mid_late_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p15_right_mid_late_stance_v0_M1:all,0
control_0p15_right_mid_late_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_033,v7_moderate_v2:control_0p15_right_mid_late_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p15_right_mid_late_stance_v0_M1:all,0
positive_0p15_right_mid_late_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_034,v7_moderate_v2:positive_0p15_right_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p15_right_mid_late_stance_v1_M1:all,0
control_0p15_right_mid_late_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_034,v7_moderate_v2:control_0p15_right_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p15_right_mid_late_stance_v1_M1:all,0
control_0p15_right_mid_late_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_035,v7_moderate_v2:control_0p15_right_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p15_right_mid_late_stance_v2_M1:all,0
control_0p20_left_early_loading_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_036,v7_moderate_v2:control_0p20_left_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p20_left_early_loading_v0_M1:all,0
positive_0p20_left_early_loading_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_037,v7_moderate_v2:positive_0p20_left_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p20_left_early_loading_v1_M1:all,0
control_0p20_left_early_loading_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_037,v7_moderate_v2:control_0p20_left_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p20_left_early_loading_v1_M1:all,0
positive_0p20_left_early_loading_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_038,v7_moderate_v2:positive_0p20_left_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p20_left_early_loading_v2_M1:all,0
control_0p20_left_early_loading_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_038,v7_moderate_v2:control_0p20_left_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p20_left_early_loading_v2_M1:all,0
positive_0p20_left_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_039,v7_moderate_v2:positive_0p20_left_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p20_left_mid_loading_early_stance_v0_M1:all,0
control_0p20_left_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_039,v7_moderate_v2:control_0p20_left_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p20_left_mid_loading_early_stance_v0_M1:all,0
positive_0p20_left_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_040,v7_moderate_v2:positive_0p20_left_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p20_left_mid_loading_early_stance_v1_M1:all,0
control_0p20_left_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_040,v7_moderate_v2:control_0p20_left_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p20_left_mid_loading_early_stance_v1_M1:all,0
positive_0p20_left_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_041,v7_moderate_v2:positive_0p20_left_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p20_left_mid_loading_early_stance_v2_M1:all,0
control_0p20_left_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_041,v7_moderate_v2:control_0p20_left_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p20_left_mid_loading_early_stance_v2_M1:all,0
control_0p20_left_mid_late_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_042,v7_moderate_v2:control_0p20_left_mid_late_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p20_left_mid_late_stance_v0_M1:all,0
control_0p20_left_mid_late_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_043,v7_moderate_v2:control_0p20_left_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p20_left_mid_late_stance_v1_M1:all,0
positive_0p20_left_mid_late_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_044,v7_moderate_v2:positive_0p20_left_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p20_left_mid_late_stance_v2_M1:all,0
control_0p20_left_mid_late_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_044,v7_moderate_v2:control_0p20_left_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p20_left_mid_late_stance_v2_M1:all,0
positive_0p20_right_early_loading_v0_M1,0,v7_moderate_v2,positive,v7:v7_pair_045,v7_moderate_v2:positive_0p20_right_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:positive_0p20_right_early_loading_v0_M1:all,0
control_0p20_right_early_loading_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_045,v7_moderate_v2:control_0p20_right_early_loading_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p20_right_early_loading_v0_M1:all,0
positive_0p20_right_early_loading_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_046,v7_moderate_v2:positive_0p20_right_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p20_right_early_loading_v1_M1:all,0
control_0p20_right_early_loading_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_046,v7_moderate_v2:control_0p20_right_early_loading_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p20_right_early_loading_v1_M1:all,0
positive_0p20_right_early_loading_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_047,v7_moderate_v2:positive_0p20_right_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p20_right_early_loading_v2_M1:all,0
control_0p20_right_early_loading_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_047,v7_moderate_v2:control_0p20_right_early_loading_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p20_right_early_loading_v2_M1:all,0
control_0p20_right_mid_loading_early_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_048,v7_moderate_v2:control_0p20_right_mid_loading_early_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p20_right_mid_loading_early_stance_v0_M1:all,0
positive_0p20_right_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_049,v7_moderate_v2:positive_0p20_right_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p20_right_mid_loading_early_stance_v1_M1:all,0
control_0p20_right_mid_loading_early_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_049,v7_moderate_v2:control_0p20_right_mid_loading_early_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p20_right_mid_loading_early_stance_v1_M1:all,0
positive_0p20_right_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_050,v7_moderate_v2:positive_0p20_right_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p20_right_mid_loading_early_stance_v2_M1:all,0
control_0p20_right_mid_loading_early_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_050,v7_moderate_v2:control_0p20_right_mid_loading_early_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p20_right_mid_loading_early_stance_v2_M1:all,0
control_0p20_right_mid_late_stance_v0_M1,0,v7_moderate_v2,control,v7:v7_pair_051,v7_moderate_v2:control_0p20_right_mid_late_stance_v0_M1,v7_moderate_v2:v0,v7_moderate_v2:control_0p20_right_mid_late_stance_v0_M1:all,0
positive_0p20_right_mid_late_stance_v1_M1,1,v7_moderate_v2,positive,v7:v7_pair_052,v7_moderate_v2:positive_0p20_right_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:positive_0p20_right_mid_late_stance_v1_M1:all,0
control_0p20_right_mid_late_stance_v1_M1,1,v7_moderate_v2,control,v7:v7_pair_052,v7_moderate_v2:control_0p20_right_mid_late_stance_v1_M1,v7_moderate_v2:v1,v7_moderate_v2:control_0p20_right_mid_late_stance_v1_M1:all,0
positive_0p20_right_mid_late_stance_v2_M1,2,v7_moderate_v2,positive,v7:v7_pair_053,v7_moderate_v2:positive_0p20_right_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:positive_0p20_right_mid_late_stance_v2_M1:all,0
control_0p20_right_mid_late_stance_v2_M1,2,v7_moderate_v2,control,v7:v7_pair_053,v7_moderate_v2:control_0p20_right_mid_late_stance_v2_M1,v7_moderate_v2:v2,v7_moderate_v2:control_0p20_right_mid_late_stance_v2_M1:all,0
supplemental_positive_v8_l00,0,v8_moderate_v2_supplemental,positive,v8:v8_pair_00,v8_moderate_v2_supplemental:supplemental_positive_v8_l00,v8_moderate_v2_supplemental:v9,v8_moderate_v2_supplemental:supplemental_positive_v8_l00:all,0
supplemental_control_v8_l00,0,v8_moderate_v2_supplemental,control,v8:v8_pair_00,v8_moderate_v2_supplemental:supplemental_control_v8_l00,v8_moderate_v2_supplemental:v9,v8_moderate_v2_supplemental:supplemental_control_v8_l00:all,0
supplemental_positive_v8_l01,1,v8_moderate_v2_supplemental,positive,v8:v8_pair_01,v8_moderate_v2_supplemental:supplemental_positive_v8_l01,v8_moderate_v2_supplemental:v10,v8_moderate_v2_supplemental:supplemental_positive_v8_l01:all,0
supplemental_control_v8_l01,1,v8_moderate_v2_supplemental,control,v8:v8_pair_01,v8_moderate_v2_supplemental:supplemental_control_v8_l01,v8_moderate_v2_supplemental:v10,v8_moderate_v2_supplemental:supplemental_control_v8_l01:all,0
supplemental_positive_v8_l02,2,v8_moderate_v2_supplemental,positive,v8:v8_pair_02,v8_moderate_v2_supplemental:supplemental_positive_v8_l02,v8_moderate_v2_supplemental:v11,v8_moderate_v2_supplemental:supplemental_positive_v8_l02:all,0
supplemental_control_v8_l02,2,v8_moderate_v2_supplemental,control,v8:v8_pair_02,v8_moderate_v2_supplemental:supplemental_control_v8_l02,v8_moderate_v2_supplemental:v11,v8_moderate_v2_supplemental:supplemental_control_v8_l02:all,0
supplemental_positive_v8_l03,0,v8_moderate_v2_supplemental,positive,v8:v8_pair_03,v8_moderate_v2_supplemental:supplemental_positive_v8_l03,v8_moderate_v2_supplemental:v12,v8_moderate_v2_supplemental:supplemental_positive_v8_l03:all,0
supplemental_control_v8_l03,0,v8_moderate_v2_supplemental,control,v8:v8_pair_03,v8_moderate_v2_supplemental:supplemental_control_v8_l03,v8_moderate_v2_supplemental:v12,v8_moderate_v2_supplemental:supplemental_control_v8_l03:all,0
supplemental_control_v8_l04,1,v8_moderate_v2_supplemental,control,v8:v8_pair_04,v8_moderate_v2_supplemental:supplemental_control_v8_l04,v8_moderate_v2_supplemental:v13,v8_moderate_v2_supplemental:supplemental_control_v8_l04:all,0
supplemental_control_v8_l05,2,v8_moderate_v2_supplemental,control,v8:v8_pair_05,v8_moderate_v2_supplemental:supplemental_control_v8_l05,v8_moderate_v2_supplemental:v14,v8_moderate_v2_supplemental:supplemental_control_v8_l05:all,0
supplemental_positive_v8_l06,0,v8_moderate_v2_supplemental,positive,v8:v8_pair_06,v8_moderate_v2_supplemental:supplemental_positive_v8_l06,v8_moderate_v2_supplemental:v15,v8_moderate_v2_supplemental:supplemental_positive_v8_l06:all,0
supplemental_control_v8_l06,0,v8_moderate_v2_supplemental,control,v8:v8_pair_06,v8_moderate_v2_supplemental:supplemental_control_v8_l06,v8_moderate_v2_supplemental:v15,v8_moderate_v2_supplemental:supplemental_control_v8_l06:all,0
supplemental_control_v8_l07,1,v8_moderate_v2_supplemental,control,v8:v8_pair_07,v8_moderate_v2_supplemental:supplemental_control_v8_l07,v8_moderate_v2_supplemental:v16,v8_moderate_v2_supplemental:supplemental_control_v8_l07:all,0
supplemental_control_v8_l08,2,v8_moderate_v2_supplemental,control,v8:v8_pair_08,v8_moderate_v2_supplemental:supplemental_control_v8_l08,v8_moderate_v2_supplemental:v17,v8_moderate_v2_supplemental:supplemental_control_v8_l08:all,0
supplemental_positive_v8_l09,0,v8_moderate_v2_supplemental,positive,v8:v8_pair_09,v8_moderate_v2_supplemental:supplemental_positive_v8_l09,v8_moderate_v2_supplemental:v18,v8_moderate_v2_supplemental:supplemental_positive_v8_l09:all,0
supplemental_control_v8_l09,0,v8_moderate_v2_supplemental,control,v8:v8_pair_09,v8_moderate_v2_supplemental:supplemental_control_v8_l09,v8_moderate_v2_supplemental:v18,v8_moderate_v2_supplemental:supplemental_control_v8_l09:all,0
supplemental_control_v8_l10,1,v8_moderate_v2_supplemental,control,v8:v8_pair_10,v8_moderate_v2_supplemental:supplemental_control_v8_l10,v8_moderate_v2_supplemental:v19,v8_moderate_v2_supplemental:supplemental_control_v8_l10:all,0
supplemental_control_v8_l11,2,v8_moderate_v2_supplemental,control,v8:v8_pair_11,v8_moderate_v2_supplemental:supplemental_control_v8_l11,v8_moderate_v2_supplemental:v20,v8_moderate_v2_supplemental:supplemental_control_v8_l11:all,0
